resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,score_delta,abs_delta,direction,context_classification,context_group,magnitude_category,audit_signal,primary_changed_component,explanation
R056,JOB016,R056_CF_NAME,name,Ananya Iyer,0.487212,0.488605,0.001393,0.001393,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Ananya Iyer changed the score from 0.4872 to 0.4886 (delta +0.0014). semantic made the largest positive weighted contribution change (+0.0014).
R056,JOB016,R056_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.487212,0.486458,-0.000754,0.000754,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Kanpur changed the score from 0.4872 to 0.4865 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R056,JOB016,R056_CF_CITY,city,Ahmedabad,0.487212,0.480328,-0.006884,0.006884,Score Decreased,Not Supported,Contextually Unsupported,Very High,Potentially Unsupported Proxy — Very High,semantic,Changing city to Ahmedabad changed the score from 0.4872 to 0.4803 (delta -0.0069). semantic made the largest negative weighted contribution change (-0.0069).
R056,JOB016,R056_CF_DEGREE,degree,B.Sc,0.487212,0.422324,-0.064888,0.064888,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to B.Sc changed the score from 0.4872 to 0.4223 (delta -0.0649). education_course made the largest negative weighted contribution change (-0.0706).
R056,JOB016,R056_CF_COURSE,course,Finance,0.487212,0.48839,0.001178,0.001178,Score Increased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing course to Finance changed the score from 0.4872 to 0.4884 (delta +0.0012). semantic made the largest positive weighted contribution change (+0.0012).
R056,JOB016,R056_CF_AGE,age,34,0.487212,0.491443,0.004231,0.004231,Score Increased,Not Supported,Contextually Unsupported,High,Potentially Unsupported Proxy — High,semantic,Changing age to 34 changed the score from 0.4872 to 0.4914 (delta +0.0042). semantic made the largest positive weighted contribution change (+0.0042).
R056,JOB016,R056_CF_EXPERIENCE,experience,63,0.487212,0.491622,0.00441,0.00441,Score Increased,Potentially Beneficial,Contextually Supported,Moderate,Experience Change — Contextually Supported,semantic,Changing experience to 63 changed the score from 0.4872 to 0.4916 (delta +0.0044). semantic made the largest positive weighted contribution change (+0.0044).
R057,JOB018,R057_CF_NAME,name,Ishita Chopra,0.402871,0.405446,0.002575,0.002575,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Ishita Chopra changed the score from 0.4029 to 0.4054 (delta +0.0026). semantic made the largest positive weighted contribution change (+0.0026).
R057,JOB018,R057_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.402871,0.404511,0.00164,0.00164,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Roorkee changed the score from 0.4029 to 0.4045 (delta +0.0016). semantic made the largest positive weighted contribution change (+0.0016).
R057,JOB018,R057_CF_CITY,city,Kolkata,0.402871,0.405082,0.002211,0.002211,Score Increased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing city to Kolkata changed the score from 0.4029 to 0.4051 (delta +0.0022). semantic made the largest positive weighted contribution change (+0.0022).
R057,JOB018,R057_CF_AGE,age,34,0.402871,0.402871,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 34 changed the score from 0.4029 to 0.4029 (delta +0.0000). No screening component changed.
R057,JOB018,R057_CF_EXPERIENCE,experience,108,0.402871,0.402871,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 108 changed the score from 0.4029 to 0.4029 (delta +0.0000). No screening component changed.
R058,JOB003,R058_CF_NAME,name,Aditya Verma,0.556431,0.553263,-0.003168,0.003168,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing name to Aditya Verma changed the score from 0.5564 to 0.5533 (delta -0.0032). semantic made the largest negative weighted contribution change (-0.0032).
R058,JOB003,R058_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.556431,0.559902,0.003471,0.003471,Score Increased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing college to Indian Institute of Technology Delhi changed the score from 0.5564 to 0.5599 (delta +0.0035). semantic made the largest positive weighted contribution change (+0.0035).
R058,JOB003,R058_CF_CITY,city,Bangalore,0.556431,0.557865,0.001434,0.001434,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Bangalore changed the score from 0.5564 to 0.5579 (delta +0.0014). semantic made the largest positive weighted contribution change (+0.0014).
R058,JOB003,R058_CF_DEGREE,degree,BBA,0.556431,0.472812,-0.083619,0.083619,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing degree to BBA changed the score from 0.5564 to 0.4728 (delta -0.0836). education_course made the largest negative weighted contribution change (-0.0882).
R058,JOB003,R058_CF_COURSE,course,Computer Technology,0.556431,0.489888,-0.066543,0.066543,Score Decreased,Requirement Not Met,Requirement Related,Qualification Change,Qualification Change — Requirement Related,education_course,Changing course to Computer Technology changed the score from 0.5564 to 0.4899 (delta -0.0665). education_course made the largest negative weighted contribution change (-0.0706).
R058,JOB003,R058_CF_AGE,age,37,0.556431,0.56065,0.004219,0.004219,Score Increased,Not Supported,Contextually Unsupported,High,Potentially Unsupported Proxy — High,semantic,Changing age to 37 changed the score from 0.5564 to 0.5606 (delta +0.0042). semantic made the largest positive weighted contribution change (+0.0042).
R058,JOB003,R058_CF_EXPERIENCE,experience,120,0.556431,0.559542,0.003111,0.003111,Score Increased,Potentially Beneficial,Contextually Supported,Moderate,Experience Change — Contextually Supported,semantic,Changing experience to 120 changed the score from 0.5564 to 0.5595 (delta +0.0031). semantic made the largest positive weighted contribution change (+0.0031).
R059,JOB011,R059_CF_NAME,name,Neha Kapoor,0.511329,0.511405,7.6e-05,7.6e-05,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Neha Kapoor changed the score from 0.5113 to 0.5114 (delta +0.0001). semantic made the largest positive weighted contribution change (+0.0001).
R059,JOB011,R059_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.511329,0.507655,-0.003674,0.003674,Score Decreased,Not Supported,Contextually Unsupported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,Changing college to Indian Institute of Technology Delhi changed the score from 0.5113 to 0.5077 (delta -0.0037). semantic made the largest negative weighted contribution change (-0.0037).
R059,JOB011,R059_CF_CITY,city,Delhi,0.511329,0.511023,-0.000306,0.000306,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Delhi changed the score from 0.5113 to 0.5110 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R059,JOB011,R059_CF_DEGREE,degree,BBA,0.511329,0.512408,0.001079,0.001079,Score Increased,Not Supported,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing degree to BBA changed the score from 0.5113 to 0.5124 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R059,JOB011,R059_CF_COURSE,course,Hospitality Management,0.511329,0.509595,-0.001734,0.001734,Score Decreased,No Relevant Improvement,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing course to Hospitality Management changed the score from 0.5113 to 0.5096 (delta -0.0017). semantic made the largest negative weighted contribution change (-0.0017).
R059,JOB011,R059_CF_AGE,age,32,0.511329,0.511382,5.3e-05,5.3e-05,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing age to 32 changed the score from 0.5113 to 0.5114 (delta +0.0001). semantic made the largest positive weighted contribution change (+0.0001).
R059,JOB011,R059_CF_EXPERIENCE,experience,48,0.511329,0.511329,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 48 changed the score from 0.5113 to 0.5113 (delta +0.0000). No screening component changed.
R060,JOB003,R060_CF_NAME,name,Karan Mehta,0.422215,0.421671,-0.000544,0.000544,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Karan Mehta changed the score from 0.4222 to 0.4217 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R060,JOB003,R060_CF_COLLEGE,college,Indian Institute of Technology Madras,0.422215,0.420217,-0.001998,0.001998,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Madras changed the score from 0.4222 to 0.4202 (delta -0.0020). semantic made the largest negative weighted contribution change (-0.0020).
R060,JOB003,R060_CF_CITY,city,Mumbai,0.422215,0.422555,0.00034,0.00034,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Mumbai changed the score from 0.4222 to 0.4226 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R060,JOB003,R060_CF_AGE,age,30,0.422215,0.422215,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 30 changed the score from 0.4222 to 0.4222 (delta +0.0000). No screening component changed.
R060,JOB003,R060_CF_EXPERIENCE,experience,36,0.422215,0.422215,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 36 changed the score from 0.4222 to 0.4222 (delta +0.0000). No screening component changed.
R061,JOB011,R061_CF_NAME,name,Vikram Reddy,0.557598,0.557832,0.000234,0.000234,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Vikram Reddy changed the score from 0.5576 to 0.5578 (delta +0.0002). semantic made the largest positive weighted contribution change (+0.0002).
R061,JOB011,R061_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.557598,0.557255,-0.000343,0.000343,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Science Bangalore changed the score from 0.5576 to 0.5573 (delta -0.0003). semantic made the largest negative weighted contribution change (-0.0003).
R061,JOB011,R061_CF_CITY,city,Pune,0.557598,0.557723,0.000125,0.000125,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing city to Pune changed the score from 0.5576 to 0.5577 (delta +0.0001). semantic made the largest positive weighted contribution change (+0.0001).
R061,JOB011,R061_CF_DEGREE,degree,Bachelor,0.557598,0.558818,0.00122,0.00122,Score Increased,Not Supported,Contextually Unsupported,Qualification Change,Qualification Change — Unsupported,semantic,Changing degree to Bachelor changed the score from 0.5576 to 0.5588 (delta +0.0012). semantic made the largest positive weighted contribution change (+0.0012).
R061,JOB011,R061_CF_COURSE,course,Information Technology,0.557598,0.557598,0.0,0.0,No Change,Equivalent Acceptance,Contextually Supported,Qualification Change,No Material Change,skills,Changing course to Information Technology changed the score from 0.5576 to 0.5576 (delta +0.0000). No screening component changed.
R061,JOB011,R061_CF_AGE,age,35,0.557598,0.557598,0.0,0.0,No Change,Not Supported,Contextually Unsupported,Low,No Material Change,skills,Changing age to 35 changed the score from 0.5576 to 0.5576 (delta +0.0000). No screening component changed.
R061,JOB011,R061_CF_EXPERIENCE,experience,108,0.557598,0.557598,0.0,0.0,No Change,Potentially Beneficial,Contextually Supported,Low,No Material Change,skills,Changing experience to 108 changed the score from 0.5576 to 0.5576 (delta +0.0000). No screening component changed.
R062,JOB003,R062_CF_NAME,name,Divya Rao,0.487348,0.487378,3e-05,3e-05,Score Increased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing name to Divya Rao changed the score from 0.4873 to 0.4874 (delta +0.0000). semantic made the largest positive weighted contribution change (+0.0000).
R062,JOB003,R062_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.487348,0.485913,-0.001435,0.001435,Score Decreased,Not Supported,Contextually Unsupported,Low,Potentially Unsupported Proxy — Low,semantic,Changing college to Indian Institute of Technology Kharagpur changed the score from 0.4873 to 0.4859 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
